desc,ja3_hash,ja3_str
mutt (tested: 1.5.23 OSX),dc7c914e1817944435dd6b82a8495fbb,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-13-15,14-13-25-28-11-12-27-24-9-10-26-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
mutt (tested: 1.6.2 OS X),3fcc12d9ee1f75a0212d1d16f7b9f8ad,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-255,11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
mutt,6761a36cfa692fcd3bc7d570b23cc168,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-20-17-14-11-8-6-3-255,11-10-35-13-15,14-13-25-28-11-12-27-24-9-10-26-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
openssl s_client / msmtp 1.6.2 (openSUSE Leap 42.1),6fffa2be612102d25dbed5f433b8238c,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-255,11-10-35-13-15,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
osc (python openSUSE Leap 42.1) 1,3b6da2971936ac24457616e8ad46f362,"769,49191-156-49169-49159-49164-49154-5-49200-49196-49192-49188-49172-49162-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49187-49171-49161-49201-49197-49193-49189-49166-49156-60-47-65-49170-49160-49165-49155-10-255,0-11-10-35-13-15,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
osc (python openSUSE Leap 42.1) 2,95baa3d2068d8c8da71990a353cf8453,"769,49169-49159-49164-49154-5-49172-49162-49167-49157-53-132-49171-49161-49166-49156-47-65-49170-49160-49165-49155-10-255,0-11-10-35-15-21,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
php script (tested 5.5.27),16765fe48127809dc0ca406769c9391e,"769,57-56-53-22-19-10-51-50-47-154-153-150-5-4-21-18-9-20-17-8-6-3-255,0-35,,"
py2app application (including box.net & google drive clients),ba502b2f5d64ac3d1d54646c0d6dd4dc,"769,57-56-51-50-22-19-53-47-10-255,0-35,,"
python-requests/2.7.0 CPython/2.6.6 Linux/2.6.32-504.23.4.el6.x86_64,1a9fb04aa1b4439666672be8661f9386,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-49170-49160-154-153-69-68-22-19-49201-49197-49193-49189-49166-49156-49165-49155-156-60-47-150-65-10-7-49169-49159-49164-49154-5-4-255,11-10-35-13-15,25-24-23,0-1-2"
rekonq1.1  Arora0.11.0,30701f5050d504c31805594fb5c083b8,"769,49172-49162-49186-49185-57-56-136-135-49167-49157-53-132-49170-49160-49180-49179-22-19-49165-49155-10-49171-49161-49183-49182-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-21-18-9-20-17-8-6-3-255,0-11-10-35-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
ruby script (tested: 2.0.0p481),688b34ca00a291ece0bc07b264b1344c,"769,57-56-53-51-50-47-22-19-10-154-153-150-5-4-21-18-9-255,0-35,,"
sqlmap (tested: v1.0-dev kali),615788655a0e65b71e47c3ebe2302564,"769,49200-49196-49202-49198-49199-49195-49201-49197-165-163-161-159-164-162-160-158-49192-49188-49172-49162-49194-49190-49167-49157-107-106-105-104-57-56-55-54-49191-49187-49171-49161-49193-49189-49166-49156-103-64-63-62-51-50-49-48-49170-49160-49165-49155-136-135-134-133-69-68-67-66-22-19-16-13-157-156-61-53-60-47-132-65-10-255,0-11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
sqlmap (tested: v1.0.7.0 OS X),1ab5d0f756e0692a975fda9a6474969f,"769,57-56-51-50-22-19-53-47-10-255,35,,"
tor uplink (tested 0.2.2.35),3b8f3ace50a7c7cd5205af210f17bb70,"769,49162-49172-57-56-49167-49157-53-49159-49161-49169-49171-51-50-49164-49166-49154-49156-4-5-47-49160-49170-22-19-49165-49155-65279-10-255,0-11-10-35-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
w3af (tested: v1.6.54 Kali 1),10a686de1c41107df06c21df245e24cd,"769,49172-49162-57-56-55-54-136-135-134-133-49167-49157-53-132-49171-49161-51-50-49-48-154-153-152-151-69-68-67-66-49166-49156-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,0-11-10-35-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
w3af (tested: v1.6.54 Kali 2),f13e6d84b915e17f76fdf4ea8c959b4d,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,0-11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
w3af (tested: v1.6.54 Kali 3),345b5717dae9006a8bcd4cb1a5f09891,"769,49200-49196-49202-49198-49199-49195-49201-49197-165-163-161-159-164-162-160-158-49192-49188-49172-49162-49194-49190-49167-49157-107-106-105-104-57-56-55-54-49191-49187-49171-49161-49193-49189-49166-49156-103-64-63-62-51-50-49-48-49170-49160-49165-49155-136-135-134-133-69-68-67-66-22-19-16-13-157-156-61-53-60-47-132-65-10-255,11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
w3c HTML Validator,74ebac04b642a0cab032dd46e8099fdc,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49177-167-109-58-137-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49175-27-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49176-166-108-52-155-70-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49174-24-49164-49154-5-4-20-17-25-8-6-23-3-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
w3c HTML Validator,4056657a50a8a4e5cfac40ba48becfa2,"771,49188-49192-61-49190-49194-107-106-49162-49172-53-49157-49167-57-56-49187-49191-60-49189-49193-103-64-49161-49171-47-49156-49166-51-50-49196-49195-49200-157-49198-49202-159-163-49199-156-49197-49201-158-162-49160-49170-10-49155-49165-22-19-255,10-11-13-0,23-1-3-19-21-6-7-9-10-24-11-12-25-13-14-15-16-17-2-18-4-5-20-8-22,0"
w3m (tested: 0.5.3 OS X),975ef0826e8485f2335db71873cb34c6,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,0-11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
w3m 0.5.3 (OS X version),6b4b535249a1dcd95e3b4b6e9e572e5e,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-255,0-11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
w3m 0.5.3 / lynx 3.2 / svn 1.8.10 (openSUSE Leap 42.1),575771dbc723df24b764ac0303c19d10,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-255,0-11-10-35-13-15-21,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
wget (tested GNU Wget 1.16.1 & 1.17 on OS X),5f1d4c631ddedf942033c9ae919158b8,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,0-11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
wget 1.14 (openSUSE Leap 42.1),70663c6da28b3b9ac281d7b31d6b97c3,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-255,0-11-10-35-13-15,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
wget 1.18,d83881675de3f6aacbcc0b2bae6f8923,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-255,0-11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
youtube-dl 2016.06.03 (openSUSE Leap 42.1),11404429d240670cc018bed04e918b6f,"769,49200-49196-49202-49198-49199-49195-49201-49197-163-159-162-158-49192-49188-49172-49162-49194-49190-49167-49157-107-106-57-56-49191-49187-49171-49161-49193-49189-49166-49156-103-64-51-50-49170-49160-49165-49155-136-135-69-68-22-19-157-156-61-53-60-47-132-65-10-49169-49159-49164-49154-5-255,0-11-10-35-13-15-21,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
Slack,cdd8179dc9c0e4802f557b62bae73d43,"769,49195-49199-52393-52392-52244-52243-49162-49172-49161-49171-156-53-47-10,65281-0-23-35-13-5-13172-18-16-30032-11-10-21,29-23-24,0"
MS Edge,888ecd3b5821a497195932b0338f2f12,"771,49196-49195-49200-49199-159-158-49188-49187-49192-49191-49162-49161-49172-49171-57-51-157-156-61-60-53-47-10-106-64-56-50-19,0-5-10-11-13-35-16-23-21760-65281,23-24,0"
MS Edge,5bf43fbca3454853c26df6d996954aca,"771,49196-49195-49200-49199-159-158-49188-49187-49192-49191-49162-49161-49172-49171-57-51-157-156-61-60-53-47-10-106-64-56-50-19,0-5-10-11-13-35-16-23-65281,23-24,0"
Dropbox Client,21ed4c7ee1daeb84c72199ceaf119b24,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-141-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-65-140-49169-49159-49164-49154-5-4-138-255,0-11-10-35-13-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Win10 Mail Client,123b8f4705d525caffa3f2b36447f481,"771,49196-49195-49200-49199-159-158-49188-49187-49192-49191-49162-49161-49172-49171-57-51-157-156-61-60-53-47-10-106-64-56-50-19-5-4,0-10-11-13-35-23-65281,23-24,0"
Dropbox Client,f8e42933ba5b3990858ba621489047e3,"769,49162-49161-49172-49171-57-51-53-47-10-56-50-19-5-4,0-5-10-11-35-23-65281,23-24,0"
Dropbox Client,30b168d81e38d9a55c474c1e30eaf9f9,"769,49200-49196-49202-49198-49199-49195-49201-49197-163-159-162-158-49192-49188-49172-49162-49194-49190-49167-49157-107-106-57-56-49191-49187-49171-49161-49193-49189-49166-49156-103-64-51-50-49170-49160-49165-49155-136-135-69-68-22-19-157-156-61-53-60-47-132-65-10-255,0-11-10-35-13-15-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
One Drive,388a4049af7e631f8d36eb0f909de65a,"769,49162-49161-49172-49171-57-51-53-47-10-56-50-19-5-4,0-10-11-35-23-65281,23-24,0"
HTTRack,a1ec6fd012b9ee6f84c50339c4205270,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
BlueCoat Proxy,5182f54f9c6e99d117d9dde3fa2b4cff,"771,49192-49191-49172-49171-159-158-57-51-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-23-65281,23-24,0"
Microsoft Smartscreen,bedb7e0ff43a24272eb0a41993c65faf,"771,49196-49195-49200-49199-159-158-49188-49187-49192-49191-49162-49161-49172-49171-57-51-157-156-61-60-53-47-10-106-64-56-50-19,0-5-10-11-13-35-23-21760-65281,23-24,0"
BurpSuite Free (Tested: 1.7.03 on Windows 10),8c5a50f1e833ed581e9cfc690814719a,"771,49187-49191-60-49189-49193-103-64-49161-49171-47-49156-49166-51-50-49195-49199-156-49197-49201-158-162-49160-49170-10-49155-49165-22-19-255,10-11-13,23-1-3-19-21-6-7-9-10-24-11-12-25-13-14-15-16-17-2-18-4-5-20-8-22,0"
BurpSuite Free (Tested: 1.7.03 on Windows 10),2db6873021f2a95daa7de0d93a1d1bf2,"771,49187-49191-60-49189-49193-103-64-49161-49171-47-49156-49166-51-50-49195-49199-156-49197-49201-158-162-49160-49170-10-49155-49165-22-19-255,10-11-13-0,23-1-3-19-21-6-7-9-10-24-11-12-25-13-14-15-16-17-2-18-4-5-20-8-22,0"
